group_name,language,region,genre,purpose,posting_rules,best_times_local,cooldown_hours
RP-Nigeria-Romance-Audiobook-001,fr,Nigeria,Romance,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Kenya-Poetry-BookTube-325,fr,Kenya,Poetry,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Kenya-Self-Help-Giveaway-326,fr,Kenya,Self-Help,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-France-Faith-Audiobook-327,en,France,Faith,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-US-Poetry-BookTube-328,fr,US,Poetry,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cameroon-Health-Giveaway-329,en,Cameroon,Health,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-US-Politics-Review-330,fr,US,Politics,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-Poetry-BookTube-331,fr,US,Poetry,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-UK-Romance-BookTok-332,en,UK,Romance,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cameroon-Faith-Audiobook-333,en,Cameroon,Faith,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Nigeria-Politics-KDP Tips-334,en,Nigeria,Politics,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-UK-Business-Audiobook-335,fr,UK,Business,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-History-Giveaway-336,en,US,History,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cameroon-Business-Launch-337,fr,Cameroon,Business,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cameroon-Politics-Newsletter-338,en,Cameroon,Politics,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Canada-History-Audiobook-339,en,Canada,History,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-India-Health-BookTube-340,fr,India,Health,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-US-Faith-BookTube-341,fr,US,Faith,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-US-Business-BookTok-342,en,US,Business,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-France-Finance-BookTube-343,fr,France,Finance,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-South Africa-Thriller-Giveaway-344,en,South Africa,Thriller,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Nigeria-Self-Help-Giveaway-345,fr,Nigeria,Self-Help,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-South Africa-Faith-Newsletter-346,en,South Africa,Faith,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-UK-Health-KDP Tips-347,en,UK,Health,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-UK-History-Giveaway-348,en,UK,History,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-US-Self-Help-Newsletter-349,en,US,Self-Help,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Global-Politics-KDP Tips-350,en,Global,Politics,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Global-Faith-Audiobook-351,fr,Global,Faith,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cameroon-Poetry-Review-352,en,Cameroon,Poetry,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-France-Finance-Review-353,fr,France,Finance,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Global-Business-Audiobook-354,fr,Global,Business,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Kenya-Politics-BookTok-355,fr,Kenya,Politics,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-India-Finance-BookTok-356,fr,India,Finance,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-US-Business-Launch-357,en,US,Business,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cameroon-Fantasy-Giveaway-358,fr,Cameroon,Fantasy,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cameroon-Tech-Giveaway-359,fr,Cameroon,Tech,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-South Africa-Tech-BookTube-360,en,South Africa,Tech,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cote d'Ivoire-Thriller-Giveaway-361,en,Cote d'Ivoire,Thriller,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Nigeria-Poetry-Launch-362,en,Nigeria,Poetry,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-Tech-BookTube-363,fr,US,Tech,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-France-Fantasy-Giveaway-364,fr,France,Fantasy,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-France-Business-Audiobook-365,fr,France,Business,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cote d'Ivoire-Poetry-Giveaway-366,fr,Cote d'Ivoire,Poetry,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-South Africa-Poetry-BookTok-367,en,South Africa,Poetry,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-UK-Finance-KDP Tips-368,fr,UK,Finance,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Global-Politics-Giveaway-369,fr,Global,Politics,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-India-Health-Review-370,fr,India,Health,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cameroon-Finance-Audiobook-371,fr,Cameroon,Finance,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Canada-Politics-Giveaway-372,fr,Canada,Politics,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Global-Thriller-Giveaway-373,en,Global,Thriller,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Canada-Self-Help-Newsletter-374,fr,Canada,Self-Help,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-US-Finance-Review-375,fr,US,Finance,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Global-Finance-Review-376,fr,Global,Finance,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-France-Tech-Newsletter-377,fr,France,Tech,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cote d'Ivoire-Faith-Newsletter-378,en,Cote d'Ivoire,Faith,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-UK-Faith-Launch-379,fr,UK,Faith,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-France-Self-Help-BookTok-380,fr,France,Self-Help,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-US-Self-Help-Giveaway-381,fr,US,Self-Help,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-India-Faith-Audiobook-382,en,India,Faith,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Kenya-Fantasy-BookTube-383,fr,Kenya,Fantasy,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Canada-Self-Help-Giveaway-384,fr,Canada,Self-Help,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Gabon-Health-KDP Tips-385,fr,Gabon,Health,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Kenya-Self-Help-BookTok-386,en,Kenya,Self-Help,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Canada-Romance-Audiobook-387,en,Canada,Romance,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cote d'Ivoire-Poetry-BookTube-388,en,Cote d'Ivoire,Poetry,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-India-Self-Help-Launch-389,fr,India,Self-Help,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-France-History-BookTube-390,en,France,History,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Global-Finance-BookTok-391,fr,Global,Finance,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cameroon-Politics-BookTube-392,en,Cameroon,Politics,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Gabon-Self-Help-Newsletter-393,en,Gabon,Self-Help,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Kenya-Fantasy-BookTube-394,fr,Kenya,Fantasy,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-Tech-Review-395,fr,US,Tech,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-India-Poetry-KDP Tips-396,en,India,Poetry,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-UK-Fantasy-Audiobook-397,en,UK,Fantasy,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Kenya-History-Giveaway-398,fr,Kenya,History,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-Self-Help-Launch-399,fr,US,Self-Help,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Global-Poetry-Giveaway-400,en,Global,Poetry,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Global-Business-Audiobook-401,en,Global,Business,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-UK-Poetry-KDP Tips-402,en,UK,Poetry,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-UK-Self-Help-BookTube-403,fr,UK,Self-Help,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Gabon-Politics-Audiobook-404,en,Gabon,Politics,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cameroon-Thriller-Launch-405,fr,Cameroon,Thriller,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-France-Business-KDP Tips-406,fr,France,Business,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Canada-Politics-KDP Tips-407,fr,Canada,Politics,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-South Africa-Health-Review-408,fr,South Africa,Health,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-Finance-KDP Tips-409,en,US,Finance,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Gabon-Health-Launch-410,en,Gabon,Health,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-South Africa-Health-Launch-411,en,South Africa,Health,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Gabon-Health-Launch-412,fr,Gabon,Health,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-France-Thriller-Newsletter-413,fr,France,Thriller,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-US-Business-Review-414,en,US,Business,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Global-Poetry-BookTube-415,fr,Global,Poetry,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Canada-Politics-BookTok-416,fr,Canada,Politics,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cameroon-Poetry-BookTube-417,fr,Cameroon,Poetry,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-France-Faith-Giveaway-418,en,France,Faith,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cote d'Ivoire-Politics-Review-419,fr,Cote d'Ivoire,Politics,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Kenya-Health-BookTube-420,fr,Kenya,Health,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-US-Tech-Review-421,en,US,Tech,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-Politics-BookTok-422,fr,US,Politics,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Global-Business-KDP Tips-423,fr,Global,Business,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-South Africa-Poetry-Launch-424,fr,South Africa,Poetry,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Canada-Fantasy-BookTube-425,en,Canada,Fantasy,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Gabon-Self-Help-Launch-426,fr,Gabon,Self-Help,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Canada-Self-Help-Newsletter-427,fr,Canada,Self-Help,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cote d'Ivoire-Romance-Giveaway-428,en,Cote d'Ivoire,Romance,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Kenya-Fantasy-Review-429,fr,Kenya,Fantasy,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-France-Self-Help-KDP Tips-430,en,France,Self-Help,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Kenya-Faith-BookTok-431,en,Kenya,Faith,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Global-History-Audiobook-432,fr,Global,History,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-US-Romance-Newsletter-433,en,US,Romance,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Global-Tech-Launch-434,en,Global,Tech,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Canada-Health-Launch-435,en,Canada,Health,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-US-Fantasy-Launch-436,en,US,Fantasy,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-France-Tech-Newsletter-437,fr,France,Tech,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Kenya-Romance-Review-438,en,Kenya,Romance,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-UK-Thriller-Giveaway-439,fr,UK,Thriller,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-UK-Romance-Newsletter-440,en,UK,Romance,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Nigeria-Finance-Audiobook-441,en,Nigeria,Finance,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-UK-Finance-Audiobook-442,fr,UK,Finance,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cote d'Ivoire-Faith-KDP Tips-443,en,Cote d'Ivoire,Faith,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Global-Faith-KDP Tips-444,fr,Global,Faith,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-South Africa-Business-BookTube-445,en,South Africa,Business,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cote d'Ivoire-Politics-Newsletter-446,en,Cote d'Ivoire,Politics,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Nigeria-Faith-Launch-447,fr,Nigeria,Faith,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Kenya-Poetry-Launch-448,fr,Kenya,Poetry,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Nigeria-Politics-Newsletter-449,en,Nigeria,Politics,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Gabon-Fantasy-Newsletter-450,en,Gabon,Fantasy,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-France-Faith-BookTube-451,fr,France,Faith,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-UK-Self-Help-KDP Tips-452,en,UK,Self-Help,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Kenya-Self-Help-Giveaway-453,fr,Kenya,Self-Help,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Global-Finance-KDP Tips-454,fr,Global,Finance,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-Thriller-Audiobook-455,fr,US,Thriller,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-Business-Giveaway-456,fr,US,Business,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cameroon-Poetry-BookTok-457,en,Cameroon,Poetry,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Nigeria-Self-Help-BookTok-458,fr,Nigeria,Self-Help,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cameroon-Health-BookTok-459,fr,Cameroon,Health,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Kenya-Politics-Launch-460,fr,Kenya,Politics,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-India-Self-Help-Giveaway-461,fr,India,Self-Help,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Nigeria-Tech-Newsletter-462,fr,Nigeria,Tech,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-France-Finance-KDP Tips-463,en,France,Finance,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-US-Business-BookTube-464,fr,US,Business,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Gabon-Romance-Review-465,fr,Gabon,Romance,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-South Africa-Health-KDP Tips-466,fr,South Africa,Health,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-US-History-Giveaway-467,fr,US,History,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-UK-Finance-BookTok-468,en,UK,Finance,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-US-Finance-BookTok-469,en,US,Finance,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cameroon-Faith-Launch-470,en,Cameroon,Faith,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cote d'Ivoire-Business-Review-471,fr,Cote d'Ivoire,Business,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-India-Thriller-Giveaway-472,en,India,Thriller,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cote d'Ivoire-Tech-Audiobook-473,en,Cote d'Ivoire,Tech,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Global-Tech-BookTok-474,fr,Global,Tech,BookTok,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Nigeria-Romance-Giveaway-475,fr,Nigeria,Romance,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Canada-Thriller-BookTube-476,fr,Canada,Thriller,BookTube,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Global-Poetry-Review-477,en,Global,Poetry,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
RP-Cote d'Ivoire-Politics-Audiobook-478,fr,Cote d'Ivoire,Politics,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Cote d'Ivoire-Politics-KDP Tips-479,en,Cote d'Ivoire,Politics,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cote d'Ivoire-Finance-KDP Tips-480,en,Cote d'Ivoire,Finance,KDP Tips,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Canada-Faith-Newsletter-481,en,Canada,Faith,Newsletter,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-Canada-Politics-Audiobook-482,fr,Canada,Politics,Audiobook,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Kenya-Faith-Review-483,fr,Kenya,Faith,Review,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-Cameroon-Faith-Launch-484,fr,Cameroon,Faith,Launch,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,12:00-14:00;18:00-21:00,72
RP-France-History-Giveaway-485,fr,France,History,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,07:00-09:00;19:00-22:00,72
RP-France-Thriller-Giveaway-486,fr,France,Thriller,Giveaway,No spam; 1 post/day; include cover+blurb+link; be respectful; no piracy.,08:00-10:00;20:00-23:00,72
